82,65,78,76,F,Rani,195
74,69,82,120,M,Jermane,40
67,72,82,185,M,Christropher,5
76,79,86,39,M,Love,43
76,79,86,42,F,Love,758
80,65,89,58,M,Payten,26
80,65,89,28,F,Payten,1822
76,65,73,61,F,Laisha,1547
65,78,73,27,F,Anika,11638
74,85,78,14,M,Junius,2839
83,72,73,688,F,Shigeno,6
68,69,76,195,M,Delvecchio,28
72,65,82,16,F,Harriett,15078
82,69,73,70,M,Rei,29
82,69,73,91,F,Rei,29
86,73,67,92,F,Vicktoria,5
83,65,83,120,F,Saskia,172
78,79,82,15,F,Norine,2299
75,65,78,328,M,Kaniela,5
85,78,79,6,M,Uno,21
69,76,73,84,F,Elisia,313
69,76,79,64,F,Elois,996
65,82,89,297,F,Aryona,5
67,79,82,64,M,Cornelious,259
67,79,82,150,F,Cornelious,5
65,76,69,173,F,Alesandra,184
67,89,82,16,F,Cyre,23
76,65,84,182,F,Latonja,179
67,79,82,23,M,Cornell,7256
70,69,76,23,M,Felis,16
70,69,76,27,F,Felis,27
83,79,67,14,M,Socrates,50
83,72,65,299,F,Sharise,102
75,65,68,519,F,Kadesia,10
65,76,84,162,F,Altagracia,257
77,65,82,278,M,Mart,27
76,79,78,19,M,Long,879
80,69,82,12,M,Perfecto,217
74,85,76,52,M,Juluis,54
83,79,85,44,M,Soua,5
83,79,85,44,F,Soua,35
65,76,79,23,M,Alonso,7896
84,73,76,37,F,Tilda,180
69,77,69,42,M,Emet,6
66,79,83,25,M,Bosco,91
69,65,78,5,M,Ean,3356
83,72,69,259,F,Shelvia,152
84,82,65,1,M,Travis,298853
84,82,65,31,F,Travis,337
76,85,67,35,F,Lucienne,331
88,73,78,7,F,Xin,95
77,65,82,666,F,Marycatherine,25
67,82,69,38,F,Cresta,6
77,65,67,355,M,Machai,10
65,78,65,269,F,Analissa,39
66,82,89,350,F,Bryanah,5
78,79,69,11,F,Noelia,4988
76,85,67,58,F,Lucetta,57
78,65,78,307,F,Nandita,5
68,69,86,164,M,Deveon,59
68,65,66,255,M,Dabney,11
77,79,90,71,F,Mozel,20
65,77,69,84,F,Amena,95
65,78,78,301,F,Annaka,27
66,82,89,147,F,Bryanne,141
72,65,86,69,F,Havana,204
79,76,73,9,M,Olivia,107
79,76,73,1,F,Olivia,428335
83,72,65,364,F,Sharai,61
77,69,76,132,F,Melita,55
71,85,73,14,M,Guilherme,190
80,82,73,3,M,Princeton,3982
78,79,82,58,F,Noriko,22
77,73,67,244,F,Micala,6
69,77,77,43,M,Emmert,6
67,76,69,86,M,Cleother,5
75,65,69,360,F,Kaelah,62
77,69,82,170,F,Merrilyn,16
65,86,73,25,F,Avia,231
76,73,78,51,M,Linnie,10
76,73,78,37,F,Linnie,3446
67,72,65,81,F,Charlette,892
75,72,73,44,F,Khianna,7
67,65,89,92,M,Cayetano,182
76,79,89,135,F,Loyda,7
82,79,83,125,F,Rosaleigh,72
69,76,86,30,F,Elvia,5109
82,69,78,94,F,Renella,28
77,79,68,38,F,Modena,113
68,65,83,208,F,Dashay,33
73,76,73,33,F,Ilissa,21
74,65,89,284,M,Jaysean,81
83,65,77,195,M,Samrath,5
68,69,82,2,M,Derek,228161
68,69,82,210,F,Derek,43
65,89,68,47,F,Aydee,11
65,78,65,431,F,Anaissa,5
68,85,83,3,F,Dusti,378
74,65,78,567,M,Janari,5
82,89,78,7,M,Ryne,2448
76,89,65,16,M,Lyan,27
68,65,78,179,F,Dannika,55
66,79,66,37,M,Boby,11
79,80,72,2,F,Ophelia,11488
67,72,82,180,M,Chrishun,5
75,65,82,446,F,Karee,23
78,73,84,105,F,Nitara,12
69,73,68,5,M,Eiden,201
77,79,90,22,F,Mozella,412
75,69,78,90,F,Kenadi,376
82,79,90,192,F,Rozelle,10
77,67,75,14,F,Mckynzie,61
75,69,77,108,M,Kemauri,76
76,85,32,21,F,Lu,2097
79,86,65,3,M,Oval,123
79,86,65,4,F,Oval,11
65,68,82,69,F,Adrielle,156
70,76,79,42,F,Florece,5
77,89,65,55,F,Myana,15
71,73,65,43,M,Gianncarlo,14
76,79,68,150,F,Lodema,5
69,65,82,19,F,Earlee,11
69,68,79,39,M,Edon,17
83,72,65,119,F,Shaniah,890
68,79,82,31,M,Dorothy,1306
68,79,82,1,F,Dorothy,1052892
84,82,73,9,M,Tristen,18552
84,82,73,16,F,Tristen,2286
69,77,73,13,M,Emir,1355
84,73,87,60,F,Tiwana,39
90,89,76,12,M,Zylan,42
68,69,76,33,M,Delmer,4338
89,65,90,66,M,Yazir,10
82,65,85,6,M,Raul,80925
82,65,85,78,F,Raul,184
65,82,84,119,M,Artavius,24
83,73,76,65,F,Silbia,17
65,76,69,344,F,Alesa,17
75,69,76,31,M,Kelley,2118
75,69,76,9,F,Kelley,43630
74,73,78,22,F,Jing,33
68,69,78,1,M,Dennis,612793
68,69,78,102,F,Dennis,384
83,72,69,495,F,Shetara,23
75,65,77,15,M,Kamden,7278
75,65,77,417,F,Kamden,30
84,82,73,124,M,Trindon,10
76,73,90,11,F,Lizbeth,22042
65,82,83,82,M,Arsh,168
75,69,73,196,F,Keilany,36
69,89,68,6,M,Eyden,40
67,65,82,226,M,Cartel,5
84,73,77,8,M,Timmie,1251
84,73,77,89,F,Timmie,10
82,73,67,35,M,Ricco,126
76,79,82,65,F,Loreta,237
89,65,72,8,M,Yahya,1501
69,76,69,150,F,Eleena,39
65,78,78,247,F,Annisa,53
82,69,78,39,M,Ren,334
82,69,78,150,F,Ren,5
75,69,86,52,M,Kevyn,711
75,69,86,331,F,Kevyn,5
67,65,84,95,F,Cathey,1225
65,89,86,17,M,Ayven,73
69,65,82,7,M,Early,1841
69,65,82,25,F,Early,5
75,73,78,133,F,Kinzleigh,13
65,76,69,51,F,Alene,4972
65,83,65,40,F,Asako,144
65,78,65,442,F,Anayiah,5
65,82,73,73,F,Arizona,383
82,79,83,46,F,Roseanna,2035
66,79,82,16,F,Borghild,103
77,65,90,288,M,Mazin,23
84,83,79,4,M,Tsosie,5
76,79,67,44,M,Loc,32
71,65,76,9,M,Galen,10662
71,65,76,74,F,Galen,5
74,69,83,4,M,Jesse,399163
74,69,83,22,F,Jesse,7382
77,65,82,73,F,Marci,11023
76,65,78,114,M,Lancelot,23
75,69,90,89,F,Kezia,385
74,79,83,173,M,Josedaniel,16
75,69,65,192,M,Keawe,10
67,72,82,77,M,Christia,80
67,72,82,303,F,Christia,10
65,82,71,152,M,Argie,10
65,82,71,132,F,Argie,78
79,77,65,4,M,Omarion,2972
65,85,84,87,F,Autie,5
65,78,73,165,F,Aniylah,179
70,65,73,21,F,Fairy,497
74,69,82,20,M,Jerrold,4846
75,72,85,58,F,Khushpreet,5
65,68,69,112,F,Adelaine,20
87,73,76,19,F,Wilhelmena,331
77,65,76,497,F,Maleia,80
90,65,76,47,F,Zaliyah,121
66,82,65,193,M,Braun,7
83,89,76,40,F,Sylia,6
66,82,65,217,M,Braxston,5
77,69,76,152,F,Mellany,25
84,72,69,55,M,Theoden,5
68,69,65,309,F,Deairra,7
77,65,83,671,F,Masiel,24
84,69,78,169,F,Tennile,5
66,69,84,153,F,Bethlehem,10
65,82,84,184,M,Artice,5
72,69,68,61,F,Hedda,27
83,72,65,78,M,Shamari,149
83,72,65,221,F,Shamari,232
77,65,89,466,F,Mayumi,98
68,79,78,70,M,Dontavis,50
65,78,65,47,F,Analia,3366
68,65,86,109,M,Davien,336
75,65,69,24,M,Kaeden,3180
69,76,76,211,F,Ellaina,10
77,65,78,569,F,Maniya,47
79,68,73,6,F,Odilia,725
75,79,82,64,F,Kornelia,5
83,72,69,440,F,Sheryn,35
84,82,65,79,F,Tracyann,11
72,65,82,210,F,Harkiran,5
83,72,65,518,F,Sharlet,20
83,72,65,187,F,Shamia,342
75,69,78,125,F,Kensleigh,176
74,65,81,349,F,Jaquetta,54
84,79,82,86,F,Toree,10
80,72,69,9,M,Pheng,293
73,66,73,3,F,Ibis,5
83,69,66,25,M,Sebastiano,150
74,65,83,409,M,Jasin,15
67,72,65,216,F,Chayla,34
74,65,89,213,F,Jayana,259
67,73,82,12,M,Cirildo,14
86,69,82,42,M,Vernis,5
67,72,82,30,M,Christina,807
67,72,82,2,F,Christina,469731
84,65,69,344,F,Taeko,5
72,65,86,216,F,Hava,5
73,68,65,16,F,Idalys,10
68,65,89,261,F,Dayatra,16
75,69,82,144,F,Kerrianne,117
83,84,65,56,F,Starlett,16
65,68,65,95,F,Adalene,49
74,65,78,246,F,Janean,179
65,76,73,354,F,Aliz,16
82,69,78,78,F,Reniyah,47
67,65,82,369,F,Carmya,5
74,73,76,20,F,Jilian,62
65,66,68,63,M,Abdinasir,15
68,65,89,289,M,Dayden,7
65,82,78,199,F,Arnetha,15
72,65,82,190,F,Haruna,6
82,65,72,88,M,Raheen,149
66,89,78,3,M,Bynum,63
68,65,76,275,F,Dalisha,11
75,65,78,12,M,Kane,9955
76,69,79,41,F,Leonora,2961
80,69,76,42,M,Pelham,5
89,65,77,134,F,Yamira,6
83,73,69,79,F,Sieanna,6
68,65,83,375,F,Dashanae,5
83,73,65,40,F,Siarra,70
65,77,73,23,F,Amiah,2436
67,72,69,74,F,Cherrie,1315
65,76,68,130,F,Aldona,489
65,78,73,58,M,Aniello,247
65,73,68,85,F,Aidsa,9
84,79,78,2,M,Tony,244277
84,79,78,27,F,Tony,592
65,76,70,166,M,Alferd,11
75,65,84,236,F,Katelynne,271
82,85,75,62,F,Rukaya,5
73,66,84,2,F,Ibtisam,18
68,65,82,259,F,Dartha,16
67,72,65,7,F,Charlene,129505
76,65,84,223,F,Latrece,88
67,65,77,215,M,Cambron,5
67,72,85,190,M,Chuna,5
65,82,73,22,F,Ariyah,3228
78,73,82,54,M,Nirav,46
84,79,87,13,F,Towanda,1222
74,65,78,188,F,Janyce,374
68,73,78,10,F,Dinah,6095
78,65,89,86,F,Nayelie,204
75,82,73,61,F,Krisinda,11
78,79,82,12,M,Norwood,994
90,65,78,133,F,Zani,5
75,65,73,293,M,Kaikane,7
74,65,68,368,F,Jadzia,43
83,72,69,643,F,Sherrita,10
65,82,73,93,F,Ariannah,222
74,65,78,628,F,Janil,5
78,65,68,174,F,Nadyne,33
69,86,79,21,F,Evolet,555
65,89,65,44,F,Ayane,24
82,79,83,252,F,Roshon,5
66,65,78,23,M,Banks,472
84,65,75,55,F,Takisha,1233
83,72,69,382,F,Sheli,54
82,65,89,141,F,Raylie,24
77,69,76,31,F,Melvina,1690
76,85,66,29,M,Luby,108
80,69,78,27,F,Penney,356
77,65,68,727,F,Madiha,16
82,73,79,39,M,Riot,105
82,73,79,77,F,Riot,5
77,65,89,541,F,Mayzie,55
68,72,82,7,F,Dhruvi,10
67,65,78,327,F,Candita,6
66,69,78,26,M,Benicio,1436
78,65,84,117,F,Nataliya,90
69,82,76,19,F,Erline,376
66,82,65,150,F,Brailynn,125
75,65,89,147,M,Kaye,71
75,65,89,45,F,Kaye,9896
71,73,79,7,F,Giovanna,9058
82,65,89,81,F,Rayanne,148
67,79,82,48,M,Cornelio,613
83,69,71,64,M,Segundo,11
78,69,84,90,F,Netra,6
68,65,89,177,F,Dayleen,56
67,65,83,178,F,Cassady,128
65,82,73,209,F,Arieonna,11
87,89,77,3,M,Wyman,615
83,79,82,61,F,Soriya,15
69,83,65,27,F,Esabella,119
77,65,68,615,F,Madalynne,33
65,73,86,47,F,Aiva,94
83,72,69,542,F,Shelonda,16
83,65,75,240,F,Sakaye,15
73,65,78,1,F,Ianna,226
68,69,83,115,F,Deserae,298
78,65,84,326,F,Natina,5
75,65,66,303,M,Kabeer,5
68,69,69,220,F,Deetya,33
82,65,68,84,M,Radley,159
65,82,76,84,F,Arlena,268
65,75,83,6,M,Akshay,738
76,65,75,90,M,Lakai,52
65,82,89,15,F,Aryanna,7008
83,65,78,353,F,Sanyia,5
77,73,76,116,M,Millie,5
77,73,76,13,F,Millie,19309
65,76,69,199,M,Alesha,5
65,76,69,52,F,Alesha,4884
69,85,69,13,M,Euell,25
84,65,75,123,F,Takiya,205
77,73,67,255,F,Micalah,5
65,66,66,55,F,Abbye,5
82,73,71,9,M,Rigoberto,8955
82,73,71,71,F,Rigoberto,6
74,65,77,463,M,Jamond,10
67,72,65,212,F,Chabeli,35
90,65,78,22,F,Zaniah,623
69,76,89,19,F,Elyse,15449
69,86,73,76,F,Evian,6
84,73,65,82,F,Tiannah,12
90,85,66,4,M,Zubair,15
77,65,82,121,M,Marius,430
77,79,76,36,F,Molli,162
78,79,78,51,F,Noni,28
77,73,67,210,F,Michelena,12
86,65,76,49,M,Valdez,5
83,65,68,8,F,Sadie,98478
71,85,78,6,M,Gunnar,11495
71,85,78,30,F,Gunnar,5
89,79,83,37,M,Yoshiharu,34
77,65,78,259,F,Manda,529
66,82,89,266,F,Brylei,12
68,72,82,2,M,Dhruva,65
67,79,66,24,M,Coby,5827
67,79,66,133,F,Coby,5
89,79,83,6,F,Yoselyn,865
82,69,73,131,F,Reida,6
83,72,73,208,F,Shireen,278
77,65,82,200,M,Marland,104
83,72,65,626,F,Sharia,10
74,69,90,107,M,Jeziah,64
70,65,66,37,M,Fabiola,16
70,65,66,7,F,Fabiola,7089
65,82,65,247,F,Arabela,5
65,86,65,20,M,Avant,111
75,79,66,31,M,Kobi,309
75,79,66,42,F,Kobi,15
67,69,67,9,F,Cecily,3845
69,82,65,11,F,Era,2511
80,65,83,61,F,Pascale,127
75,65,83,66,F,Kasandra,6438
72,65,78,57,M,Hanif,180
67,72,65,307,F,Chamisa,8
65,89,69,20,F,Ayelen,224
86,69,68,27,M,Vedanth,25
77,79,85,64,M,Moustafa,16
68,85,65,24,M,Duaine,64
90,86,73,1,M,Zvi,346
69,82,82,51,F,Errica,10
77,73,89,46,F,Miyah,1590
83,72,69,226,F,Sheneka,216
74,65,76,607,F,Jalyne,5
68,69,87,314,M,Dewin,5
80,65,76,94,F,Palak,16
66,82,65,273,F,Bradie,10
65,65,83,19,F,Aashna,180
76,65,68,164,F,Lady,216
90,85,82,11,F,Zury,188
65,78,65,107,F,Anahy,677
83,72,65,343,F,Shadia,71
70,82,65,32,M,Franciso,59
83,65,89,368,F,Sayoko,5
90,65,76,38,M,Zalman,292
65,78,78,305,F,Anniemae,26
78,65,77,151,F,Nami,50
73,84,90,12,F,Itzamara,37
67,82,73,9,M,Cristiano,1628
66,82,69,7,M,Brent,136243
75,73,78,96,F,Kindall,36
68,87,65,7,M,Dwan,86
68,87,65,1,F,Dwan,212
83,73,78,24,M,Sina,108
83,73,78,53,F,Sina,37
76,89,68,8,M,Lydell,283
82,65,78,43,M,Rand,804
84,69,82,83,M,Teran,5
78,73,67,51,M,Nicholis,47
69,89,68,1,F,Eydie,50
83,89,82,43,F,Syrah,6
75,65,68,3,M,Kaden,58198
75,65,68,234,F,Kaden,277
74,65,81,346,F,Jaquita,56
82,73,86,26,M,Rivers,295
82,73,86,45,F,Rivers,79
84,69,75,155,F,Tekela,5
68,65,75,339,F,Daksha,5
78,65,84,279,F,Nathifa,6
65,76,69,324,F,Aleece,23
84,79,77,4,M,Tom,125452
84,79,77,81,F,Tom,10
65,75,73,19,F,Akisha,23
80,65,73,52,F,Paiton,223
77,65,73,550,F,Mailee,51
82,69,72,113,F,Rehanna,15
68,69,73,156,F,Deirdra,112
78,69,89,55,F,Neysa,35
74,79,83,159,F,Joshlynn,33
65,82,78,26,M,Arnav,2473
68,79,89,130,M,Doyt,5
73,83,65,33,M,Isayah,106
69,76,73,137,M,Eliana,5
69,76,73,14,F,Eliana,34120
82,79,77,86,M,Romelo,178
83,69,82,27,F,Serinity,258
78,65,89,115,F,Nayah,97
67,65,82,289,F,Carletha,15
86,73,86,30,F,Viva,658
87,89,78,5,F,Wynelle,258
69,76,76,220,F,Ellana,7
84,79,82,54,M,Toru,17
68,79,78,81,F,Dondra,37
68,85,76,5,F,Dulcemaria,255
75,73,83,140,F,Kishia,11
68,65,86,345,M,Davier,5
86,65,76,31,M,Valerio,17
69,82,65,27,F,Erandy,123
82,85,83,45,M,Rushi,6
67,65,82,122,F,Carletta,648
74,79,78,22,M,Jonas,18599
74,65,75,395,M,Jakevious,16
74,69,78,236,F,Jennfier,6
83,73,77,94,F,Simarpreet,5
83,85,83,97,F,Sussie,10
65,82,73,195,F,Ariam,16
84,82,65,125,M,Trason,8
76,69,65,135,M,Leart,5
80,82,69,52,F,Pretto,5
65,85,66,18,F,Aubriana,1721
73,83,65,45,F,Isamara,9
75,69,89,221,F,Keysi,22
74,65,73,537,M,Jaiveon,5
69,82,73,48,F,Erienne,11
76,65,85,361,F,Laurena,15
74,65,83,586,M,Jasani,5
74,65,83,642,F,Jasani,5
65,90,65,7,F,Azalee,578
84,73,70,35,F,Tiffney,187
69,76,76,56,F,Elly,1380
74,79,82,62,F,Jorja,1170
82,69,65,134,F,Reannon,5
71,65,85,60,M,Gautham,71
67,82,85,31,M,Cruze,71
74,79,83,81,M,Josemaria,246
76,79,78,71,M,Lonzell,5
80,69,78,44,M,Peni,5
80,69,78,73,F,Peni,5
77,69,76,46,F,Melodee,679
68,65,82,70,M,Darell,1247
66,82,69,276,F,Brent,10
83,72,65,380,F,Shandreka,54
75,65,77,52,M,Kamil,929
75,65,77,611,F,Kamil,5
75,73,77,124,F,Kimela,16
67,65,84,337,F,Cataleah,6
73,69,65,4,F,Ieasha,44
77,65,68,275,M,Madeline,30
77,65,68,9,F,Madeline,174367
65,78,65,79,F,Anai,1289
72,65,76,109,F,Halina,62
76,65,89,149,F,Laynee,276
77,65,78,261,M,Manual,38
79,76,69,21,M,Oley,22
70,65,66,32,F,Fabienne,114
82,79,78,90,M,Ronit,169
82,79,78,120,F,Ronit,84
76,65,86,217,F,Lavena,93
67,72,65,6,M,Charlie,141885
67,72,65,18,F,Charlie,19194
77,73,83,188,F,Misaki,19
83,72,65,759,F,Shatira,5
77,73,89,179,F,Miyu,23
68,69,74,218,F,Dejanee,35
77,79,82,2,M,Morgan,36318
77,79,82,2,F,Morgan,211343
77,79,83,70,M,Mosha,11
76,65,77,117,F,Lamonica,479
76,73,79,52,M,Lionardo,10
86,65,76,6,M,Valentine,2892
86,65,76,25,F,Valentine,196
77,65,86,488,M,Mavis,5
77,65,86,58,F,Mavis,15672
68,65,78,160,M,Dani,101
68,65,78,36,F,Dani,3932
78,73,84,59,F,Nithya,143
83,79,77,31,M,Somnang,6
65,76,66,67,F,Albertha,3279
85,82,73,8,M,Urie,29
67,79,79,89,F,Cookie,38
84,65,89,318,F,Tayeko,10
74,65,72,531,M,Jahn,5
68,73,65,24,F,Dia,311
72,79,86,33,M,Hovhannes,34
78,65,66,288,F,Naba,5
69,86,69,63,F,Everlynn,12
89,69,82,8,M,Yerik,344
77,65,76,238,F,Malaika,675
69,76,89,163,F,Elynor,29
75,65,69,521,F,Kaedynce,10
76,65,74,73,M,Lajuan,97
76,65,74,192,F,Lajuan,150
70,73,76,19,M,Filippo,84
75,79,82,60,M,Korban,23
66,82,65,39,M,Bradly,5802
75,65,83,79,M,Kaseem,372
66,65,89,92,M,Bayan,5
66,65,89,32,F,Bayan,124
65,78,78,182,F,Anner,130
68,65,86,152,M,Davidson,116
75,65,76,2,M,Kaleb,73766
75,65,76,508,F,Kaleb,11
71,69,83,79,M,Gesualdo,5
77,65,82,19,F,Marsha,101214
65,89,65,18,F,Ayat,256
74,79,83,138,M,Joseguadalupe,34
82,79,83,26,F,Rosanna,8771
77,65,82,9,M,Mario,140940
77,65,82,294,F,Mario,358
86,65,78,16,F,Vannesa,634
76,65,84,271,F,Latrica,42
72,69,73,70,M,Heitor,9
65,84,84,14,M,Attila,48
65,89,73,22,F,Ayisha,184
81,85,69,8,F,Queena,224
82,79,66,53,M,Robinson,859
80,69,84,19,M,Petros,73
69,82,73,6,F,Ericka,20365
65,82,65,14,F,Aracely,7403
77,65,82,231,M,Marian,59
77,65,82,12,F,Marian,129234
87,89,78,8,M,Wynton,15
82,79,83,170,F,Rosalin,16
74,65,76,608,F,Jalysa,5
67,72,65,322,F,Charlye,6
84,65,89,234,F,Tayana,28
83,65,77,45,M,Sampson,393
84,73,84,5,M,Titan,2160
66,82,79,41,M,Bronson,5454
78,65,84,111,F,Natoya,115
68,69,90,82,F,Dezirae,607
70,69,82,11,M,Ferrell,227
76,65,72,306,F,Lahela,27
76,79,89,18,M,Loyal,930
76,79,89,133,F,Loyal,10
79,83,73,20,M,Osie,32
79,83,73,4,F,Osie,168
76,85,68,77,F,Ludean,21
76,65,86,343,F,Lavaun,17
82,65,89,149,M,Rayansh,20
78,65,76,240,F,Nalini,11
74,69,82,123,M,Jermell,38
66,82,73,49,F,Brigette,3046
82,85,80,44,F,Rupal,15
67,79,68,1,M,Cody,280410
67,79,68,27,F,Cody,2514
65,84,65,3,F,Atara,417
86,69,82,8,M,Verl,779
86,69,82,106,F,Verl,5
74,85,69,51,M,Juel,65
68,79,82,33,F,Dorine,574
83,72,65,619,F,Shanigua,10
74,65,90,288,M,Jazmin,79
74,65,90,19,F,Jazmin,39358
70,73,83,5,M,Fisher,2993
65,65,83,31,F,Aastha,61
68,69,86,31,M,Devyn,4506
68,69,86,35,F,Devyn,5926
65,85,82,8,F,Aurelia,7164
72,65,78,50,M,Hanson,243
68,69,74,351,F,Dejane,5
83,72,69,29,M,Shepherd,922
78,65,72,80,M,Nahuel,26
65,76,69,376,F,Alessandria,11
66,82,73,176,F,Brizeida,69
74,89,82,1,M,Jyren,12
71,79,82,10,M,Goro,38
82,65,85,166,F,Raushanah,15
77,65,82,459,M,Mariela,5
77,65,82,90,F,Mariela,8761
74,65,88,253,M,Jaxsyn,123
77,79,78,109,F,Monya,5
76,79,67,114,F,Lockie,16
74,69,79,101,M,Jeovanni,78
84,65,72,274,F,Tahesha,16
90,65,76,77,F,Zalika,21
78,65,72,292,F,Nahal,5
72,65,82,80,M,Harlin,92
69,77,69,15,F,Emerald,4330
65,76,69,182,M,Alejandr,6
74,65,83,648,F,Jasman,5
74,79,69,17,M,Joey,48182
74,79,69,39,F,Joey,3032
82,69,86,115,F,Reverie,13
69,68,85,61,M,Edurdo,5
72,65,73,26,F,Hailie,4142
65,76,71,186,M,Algot,6
65,78,78,387,F,Annye,10
83,85,69,37,F,Sueko,228
65,82,89,135,M,Aryaman,16
74,85,69,74,F,Juel,20
